case,accuracy_pct,correct,total,source,input_gain,voltage_amp,current_amp,batch_size,exp_clip,max_newton_iters,rel_tol,vn_tol,num_iterations,overrelaxation_factor,p90_node_weighted_rel_l1,has_spice_npz,bundle_spice_npz,has_error_json,bundle_error_json,has_cd_metadata,bundle_cd_metadata,bundle_cd_timing_log,original_spice_npz_path,original_error_path,original_cd_run_dir,notes,has_config_json,bundle_config_json,original_config_path,has_weight_checkpoint,bundle_weight_checkpoint,original_weight_checkpoint_path,has_cd_npz,bundle_cd_npz_files
single_diode_exponential/hidden_1/hidden_128,95.00,342,360,April29 timing CD,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.2,1.6141491180403056e-05,True,spice_npz/single_diode_exponential__hidden_1__hidden_128/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_1__hidden_128/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_1__hidden_128/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_1__hidden_128/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_128/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_1/hidden_128/20260429-104705_single_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_1/hidden_128/20260429-104705_single_diode_exponential,original April29 timing CD row,True,configs/single_diode_exponential__hidden_1__hidden_128/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_128/config/config_resolved.json,True,weights/single_diode_exponential__hidden_1__hidden_128/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_128/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_1__hidden_128/validation_states.npz
single_diode_exponential/hidden_1/hidden_256,95.56,344,360,corrected CD-only against existing SPICE,10.0,4.0,1.0,1,165,8,1e-05,1e-06,128,1,1.636078529540565e-05,True,spice_npz/single_diode_exponential__hidden_1__hidden_256/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_1__hidden_256/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_1__hidden_256/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_1__hidden_256/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_256/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_1/hidden_256/20260519-071553_single_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_1/hidden_256/20260519-071553_single_diode_exponential,batch=1 exp_clip=165 max_newton=8,True,configs/single_diode_exponential__hidden_1__hidden_256/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/april29_self_contained/single_diode_exponential/hidden_1/hidden_256/config_override.json,True,weights/single_diode_exponential__hidden_1__hidden_256/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_256/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_1__hidden_256/validation_states.npz
single_diode_exponential/hidden_1/hidden_512,96.39,347,360,corrected CD-only against existing SPICE,10.0,4.0,1.0,1,165,8,1e-05,1e-06,128,1,1.1681781091374962e-05,True,spice_npz/single_diode_exponential__hidden_1__hidden_512/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_1__hidden_512/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_1__hidden_512/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_1__hidden_512/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_512/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_1/hidden_512/20260519-071556_single_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_1/hidden_512/20260519-071556_single_diode_exponential,batch=1 exp_clip=165 max_newton=8,True,configs/single_diode_exponential__hidden_1__hidden_512/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/april29_self_contained/single_diode_exponential/hidden_1/hidden_512/config_override.json,True,weights/single_diode_exponential__hidden_1__hidden_512/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_512/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_1__hidden_512/validation_states.npz
single_diode_exponential/hidden_1/hidden_1024,97.50,351,360,corrected CD-only against existing SPICE,10.0,4.0,1.0,1,165,8,1e-05,1e-06,128,1,1.1361879585504223e-05,True,spice_npz/single_diode_exponential__hidden_1__hidden_1024/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_1__hidden_1024/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_1__hidden_1024/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_1__hidden_1024/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_1024/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_1/hidden_1024/20260519-071553_single_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_1/hidden_1024/20260519-071553_single_diode_exponential,batch=1 exp_clip=165 max_newton=8,True,configs/single_diode_exponential__hidden_1__hidden_1024/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/april29_self_contained/single_diode_exponential/hidden_1/hidden_1024/config_override.json,True,weights/single_diode_exponential__hidden_1__hidden_1024/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_1/hidden_1024/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_1__hidden_1024/validation_states.npz
single_diode_exponential/hidden_2/hidden_64,85.56,308,360,April29 timing CD,10.0,2.0,1.0,1,165,8,1e-05,1e-06,512,1.4,1.3910690885327073e-05,True,spice_npz/single_diode_exponential__hidden_2__hidden_64/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_2__hidden_64/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_2__hidden_64/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_2__hidden_64/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_64/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_2/hidden_64/20260429-104741_single_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_2/hidden_64/20260429-104741_single_diode_exponential,original April29 timing CD row,True,configs/single_diode_exponential__hidden_2__hidden_64/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_64/config/config_resolved.json,True,weights/single_diode_exponential__hidden_2__hidden_64/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_64/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_2__hidden_64/validation_states.npz
single_diode_exponential/hidden_2/hidden_128,93.89,338,360,April29 timing CD,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,1.078949246537758e-05,True,spice_npz/single_diode_exponential__hidden_2__hidden_128/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_2__hidden_128/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_2__hidden_128/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_2__hidden_128/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_128/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_2/hidden_128/20260429-104801_single_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_2/hidden_128/20260429-104801_single_diode_exponential,original April29 timing CD row,True,configs/single_diode_exponential__hidden_2__hidden_128/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_128/config/config_resolved.json,True,weights/single_diode_exponential__hidden_2__hidden_128/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_128/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_2__hidden_128/validation_states.npz
single_diode_exponential/hidden_2/hidden_256,89.44,322,360,corrected CD-only against existing SPICE,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,2.0558013715895263e-05,True,spice_npz/single_diode_exponential__hidden_2__hidden_256/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_2__hidden_256/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_2__hidden_256/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_2__hidden_256/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_256/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_2/hidden_256/20260519-071601_single_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_2/hidden_256/20260519-071601_single_diode_exponential,batch=1 exp_clip=165 max_newton=8,True,configs/single_diode_exponential__hidden_2__hidden_256/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/april29_self_contained/single_diode_exponential/hidden_2/hidden_256/config_override.json,True,weights/single_diode_exponential__hidden_2__hidden_256/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_256/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_2__hidden_256/validation_states.npz
single_diode_exponential/hidden_2/hidden_512,83.61,301,360,April29 timing CD,10.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,3.813103517614537e-05,True,spice_npz/single_diode_exponential__hidden_2__hidden_512/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_2__hidden_512/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_2__hidden_512/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_2__hidden_512/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_512/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_2/hidden_512/20260429-104848_single_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_2/hidden_512/20260429-104848_single_diode_exponential,original April29 timing CD row,True,configs/single_diode_exponential__hidden_2__hidden_512/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_512/config/config_resolved.json,True,weights/single_diode_exponential__hidden_2__hidden_512/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_512/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_2__hidden_512/validation_states.npz
single_diode_exponential/hidden_2/hidden_1024,93.06,335,360,April29 timing CD,10.0,4.0,1.0,1,165,8,0.0001,1e-06,512,1.4,,False,,False,,True,cd_metadata/single_diode_exponential__hidden_2__hidden_1024/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_2__hidden_1024/validation_runtime.log,,,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/reruns_maxicao_20260429-103559/single_diode_exponential/hidden_2/hidden_1024/20260429-104930_single_diode_exponential,original April29 timing CD row,True,configs/single_diode_exponential__hidden_2__hidden_1024/config.json,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_1024/config/config_resolved.json,True,weights/single_diode_exponential__hidden_2__hidden_1024/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_2/hidden_1024/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_2__hidden_1024/validation_states.npz
single_diode_exponential/hidden_3/hidden_64,89.44,322,360,current replacement corrected CD,17.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,9.130020219721943e-05,True,spice_npz/single_diode_exponential__hidden_3__hidden_64/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_3__hidden_64/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_3__hidden_64/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_3__hidden_64/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/high_accuracy_replacement_reruns_maxicao_20260518-114011/single_diode_exponential_3x64/20260518-114128_single_diode_exponential/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/high_accuracy_replacement/single_diode_exponential_3x64/20260519-071747_single_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/high_accuracy_replacement/single_diode_exponential_3x64/20260519-071747_single_diode_exponential,CD rerun uses batch=1 exp_clip=165 max_newton=8 against existing SPICE,True,configs/single_diode_exponential__hidden_3__hidden_64/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/high_accuracy_replacement/single_diode_exponential_3x64/config_override.json,True,weights/single_diode_exponential__hidden_3__hidden_64/model_best.pt,<paper-source-results>/digits_simulations/single_diode_exponential/hidden_3/hidden_64/high_accuracy_lpw_v_off_1p4_input_gain17_lr0p05_until92_20260512/training_lpw_bp/20260512-101258_lpw_diode/model_best.pt,True,cd_npz/single_diode_exponential__hidden_3__hidden_64/validation_states.npz
single_diode_exponential/hidden_3/hidden_128,92.22,332,360,accepted EP epoch3 corrected CD,17.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,1.598938975750635e-05,True,spice_npz/single_diode_exponential__hidden_3__hidden_128/validation_inputs_layer0_spice_layers.npz,True,errors/single_diode_exponential__hidden_3__hidden_128/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_3__hidden_128/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_3__hidden_128/validation_runtime.log,<paper-source-results>/digits_simulations/single_diode_exponential/hidden_3/hidden_128/spice_validation_triplet_input_gain17_20260518/ep_epoch3_92p22/validation/validation_inputs_layer0_spice_layers.npz,<paper-source-results>/digits_simulations/single_diode_exponential/hidden_3/hidden_128/spice_validation_triplet_input_gain17_20260518/ep_epoch3_92p22/validation_batch1/20260518-231928_single_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<paper-source-results>/digits_simulations/single_diode_exponential/hidden_3/hidden_128/spice_validation_triplet_input_gain17_20260518/ep_epoch3_92p22/validation_batch1/20260518-231928_single_diode_exponential,accepted 92.22% 3x128 case,True,configs/single_diode_exponential__hidden_3__hidden_128/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/single_diode_triplet_epoch3_batch1/20260518-231928_single_diode_exponential/config_override.json,True,weights/single_diode_exponential__hidden_3__hidden_128/model.pt,<paper-source-results>/digits_simulations/single_diode_exponential/hidden_3/hidden_128/spice_validation_triplet_input_gain17_20260518/ep_epoch3_92p22/weights/model.pt,True,cd_npz/single_diode_exponential__hidden_3__hidden_128/validation_states.npz
single_diode_exponential/hidden_3/hidden_256,84.44,304,360,corrected CD-only against existing SPICE,17.0,4.0,1.0,1,165,8,1e-05,1e-06,512,1.4,9.895623232375704e-05,True,spice_npz/single_diode_exponential__hidden_3__hidden_256/validation_states_spice_layers.npz,True,errors/single_diode_exponential__hidden_3__hidden_256/cross_layer_rel_l1_percentiles_node_weighted.json,True,cd_metadata/single_diode_exponential__hidden_3__hidden_256/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_3__hidden_256/validation_runtime.log,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_3/hidden_256/spice/validation_states_spice_layers.npz,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_3/hidden_256/20260519-071603_single_diode_exponential/error_npz_vs_existing_spice/cross_layer_rel_l1_percentiles_node_weighted.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/april29_self_contained/single_diode_exponential/hidden_3/hidden_256/20260519-071603_single_diode_exponential,batch=1 exp_clip=165 max_newton=8,True,configs/single_diode_exponential__hidden_3__hidden_256/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_existing_spice_overrides_20260519-20260519-071458/configs/april29_self_contained/single_diode_exponential/hidden_3/hidden_256/config_override.json,True,weights/single_diode_exponential__hidden_3__hidden_256/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_3/hidden_256/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_3__hidden_256/validation_states.npz
single_diode_exponential/hidden_3/hidden_512,83.06,299,360,corrected CD-only no SPICE reference,17.0,4.0,1.0,1,165,8,1e-05,1e-05,512,1.4,,False,,False,,True,cd_metadata/single_diode_exponential__hidden_3__hidden_512/validation_metadata.json,cd_metadata/single_diode_exponential__hidden_3__hidden_512/validation_runtime.log,,,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_excluded_expclip165_maxnewton8_20260520-20260520-135414/single_diode_exponential/hidden_3/hidden_512/20260520-135417_single_diode_exponential,CD rerun only; no fixed SPICE NPZ/error reference available,True,configs/single_diode_exponential__hidden_3__hidden_512/config.json,<source-tree>/labs/figures_for_paper_digits/timings/cd_validation_excluded_expclip165_maxnewton8_20260520-20260520-135414/configs/single_diode_exponential/hidden_3/hidden_512/config_override.json,True,weights/single_diode_exponential__hidden_3__hidden_512/weights.pt,<source-tree>/labs/figures_for_paper_digits/timings/final_selected_runs_self_contained/runs/single_diode_exponential/hidden_3/hidden_512/weights/weights.pt,True,cd_npz/single_diode_exponential__hidden_3__hidden_512/validation_states.npz
